Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-01 00:00:00+05:30,21.641400428087664,21.662050303637606,18.227922590757146,19.687891006469727,1692958710,0.0,0.0
2019-02-01 00:00:00+05:30,19.700280847235163,21.158183703215336,18.667771385383052,20.668773651123047,2036244530,0.0,0.0
2019-03-01 00:00:00+05:30,20.794741343968468,21.967672235321928,20.732791717340124,21.517498016357422,1252263660,0.0,0.0
2019-04-01 00:00:00+05:30,21.889202353117728,23.161254868739036,21.0218949655465,23.0125732421875,1842300660,0.0,0.0
2019-05-01 00:00:00+05:30,23.012572945901816,23.196359516499403,18.797868281413223,20.166976928710938,2458698340,0.0,0.0
2019-06-01 00:00:00+05:30,20.193819123887828,21.329579468928866,19.14892011060505,20.8319091796875,1786694200,0.0,0.0
2019-07-01 00:00:00+05:30,21.056999199713793,21.26350110172062,16.77621407789907,17.843830108642578,1838035930,1.3,0.0
2019-08-01 00:00:00+05:30,18.11745894306457,18.303930453109125,13.654843257580799,14.616869926452637,2818937110,0.0,0.0
2019-09-01 00:00:00+05:30,14.616870646345081,16.47947123482027,13.870981336092216,15.277997970581055,2587613250,0.0,0.0
2019-10-01 00:00:00+05:30,15.341568734773901,16.939295804772282,13.576440378992881,16.127717971801758,2823705140,0.0,0.0
2019-11-01 00:00:00+05:30,16.106526870092946,18.40564260555483,16.01964705408182,18.11745834350586,3759268110,0.0,0.0
2019-12-01 00:00:00+05:30,18.009389165489488,20.18560411222305,16.485828535744268,20.005489349365234,3540751140,0.0,0.0
2020-01-01 00:00:00+05:30,20.04574618911366,21.444286320136616,18.49675720321323,18.592111587524414,2721377070,0.0,0.0
2020-02-01 00:00:00+05:30,18.286978586475385,20.649663318966684,15.892506900180436,16.178571701049805,2855014340,0.0,0.0
2020-03-01 00:00:00+05:30,16.685012691129966,16.697727795908737,10.631027163743253,11.425652503967285,4058584180,0.0,0.0
2020-04-01 00:00:00+05:30,11.27308481885347,12.904715654586877,10.637384556230169,12.641959190368652,2819738960,0.0,0.0
2020-05-01 00:00:00+05:30,12.641960768228373,12.654675066068213,11.12263733893058,12.51058292388916,2423468260,0.0,0.0
2020-06-01 00:00:00+05:30,12.79876611632157,14.866911505074437,12.714005754623527,13.845551490783691,3674647880,0.0,0.0
2020-07-01 00:00:00+05:30,13.943027249051479,16.03871911208228,13.574319910457554,15.523801803588867,3109586280,0.0,0.0
2020-08-01 00:00:00+05:30,15.458112376348662,18.731970045536194,15.34368773962884,17.502948760986328,3445891910,1.0,0.0
2020-09-01 00:00:00+05:30,17.995756526327177,19.289243301981273,14.90226121031234,15.64139461517334,3205265330,0.0,0.0
2020-10-01 00:00:00+05:30,15.839223874551275,18.521847577126746,15.760962411271471,17.85010528564453,3753241030,0.0,0.0
2020-11-01 00:00:00+05:30,17.826191664237403,25.319714206027047,17.33488396616386,25.10232162475586,4617607480,0.0,0.0
2020-12-01 00:00:00+05:30,25.73928125429248,28.413208936071438,25.08492913805941,27.98494529724121,3589082030,0.0,0.0
2021-01-01 00:00:00+05:30,28.043643977913096,31.804536430628648,25.913195942518072,26.13058853149414,4330687030,0.0,0.0
2021-02-01 00:00:00+05:30,26.30015497577618,32.73932377228933,25.976238838417874,31.093660354614258,4713148970,0.0,0.0
2021-03-01 00:00:00+05:30,31.478448490153905,35.804559813514516,29.619741135298295,35.29803466796875,4201846350,0.0,0.0
2021-04-01 00:00:00+05:30,35.695861688718686,45.765487788571356,35.608905981833146,44.956787109375,5045245140,0.0,0.0
2021-05-01 00:00:00+05:30,44.86765847623146,54.211191473546975,44.28287185285741,48.94159698486328,5321440980,0.0,0.0
2021-06-01 00:00:00+05:30,48.69593783475881,51.826389654420005,45.66331201249685,50.72203826904297,2942435030,2.5,0.0
2021-07-01 00:00:00+05:30,52.092710277101304,65.86822481876756,50.23908027982093,63.756778717041016,2380735080,0.0,0.0
2021-08-01 00:00:00+05:30,64.27686872551654,68.21082222301007,58.26479956030103,64.46578216552734,3199582090,0.0,0.0
2021-09-01 00:00:00+05:30,64.510234022755,65.61041126958042,54.80425021000067,57.29353332519531,2094520620,0.0,0.0
2021-10-01 00:00:00+05:30,56.67565942271814,63.412283339323146,56.23114444685368,58.495948791503906,1641301760,0.0,0.0
2021-11-01 00:00:00+05:30,59.56500451232522,61.02745574317612,47.25194150326969,47.6164436340332,1895698680,0.0,0.0
2021-12-01 00:00:00+05:30,48.5410314978617,53.297343528497606,47.38751804389922,49.40561294555664,1319981090,0.0,0.0
2022-01-01 00:00:00+05:30,49.56341848530849,55.34211301722787,47.17637190776498,48.25432205200195,1367035340,0.0,0.0
2022-02-01 00:00:00+05:30,49.11445841584792,56.22892272900272,47.434192360574436,54.264163970947266,1889176480,0.0,0.0
2022-03-01 00:00:00+05:30,54.26416099873642,60.72074469739551,54.16637055879465,58.10699462890625,2079333860,0.0,0.0
2022-04-01 00:00:00+05:30,58.23146059578845,61.640889573992325,53.80409193760861,56.50007629394531,1188146110,0.0,0.0
2022-05-01 00:00:00+05:30,55.875530861730226,59.12049152769723,44.08699524630943,46.92522430419922,2134457770,0.0,0.0
2022-06-01 00:00:00+05:30,47.36307198166347,48.5765959652363,36.76138710611069,38.54167175292969,1967885540,56.1,0.0
2022-07-01 00:00:00+05:30,86.69499969482422,109.30000305175781,83.80500030517578,107.5999984741211,1909630961,0.0,10.0
2022-08-01 00:00:00+05:30,110.5,113.69999694824219,103.25,108.30000305175781,1342998394,0.0,0.0
2022-09-01 00:00:00+05:30,107.0,110.4000015258789,95.0,99.30000305175781,1444889552,0.0,0.0
2022-10-01 00:00:00+05:30,99.5999984741211,104.6500015258789,98.0,101.55000305175781,732761912,0.0,0.0
2022-11-01 00:00:00+05:30,98.55000305175781,110.0,98.55000305175781,107.6500015258789,927549504,0.0,0.0
2022-12-01 00:00:00+05:30,108.69999694824219,116.0999984741211,101.6500015258789,112.6500015258789,1033218889,0.0,0.0
2023-01-01 00:00:00+05:30,114.4000015258789,124.30000305175781,113.75,122.94999694824219,865656179,0.0,0.0
